,ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Year,Gender,Value,arg,cpi,edu,employ,exchange,gdp,green,income,pop,tax,LifeLadder,LogGDPPerCapita,SocialSupport,Expectancy,Freedom,Generosity,Corruption,PositiveAffect,NegativeAffect,Africa,Americas,Eastern Mediterranean,Europe,South-East Asia,Western Pacific,YearInd,cbrt_cpi,cbrt_exchange,cbrt_gdp,cbrt_green,cbrt_income,cbrt_pop
173,AFR,Africa,MOZ,Mozambique,2017,Both sexes,14.9,52.43190315,170.70477749999998,0.12969110066613943,0.4798377350272638,63.58432291,461.41509410000003,32410.0,350.86189260000003,0.020563216782374844,0.4916474233503432,0.3060512024825446,0.10419161676646715,0.4412296564195298,0.2541087231352721,0.7621145374449338,-0.03,0.682,0.43403441682600363,0.512295081967213,1.0,0.0,0.0,0.0,0.0,0.0,18,5.547303048075255,3.9913212440423167,7.7273502781232395,31.88303654850584,0.03715398420928154,305.9871518378367
174,AFR,Africa,ZMB,Zambia,2017,Both sexes,14.9,32.06392338,180.9490794,0.5088011824990611,0.10913335278669395,9.5175,1535.196574,39670.0,1168.021396,0.012093890024936186,0.33447985458115903,0.23875096974398757,0.3035928143712576,0.5605786618444849,0.3046776232616941,0.7621145374449338,0.14,0.74,0.5047801147227534,0.581967213114754,1.0,0.0,0.0,0.0,0.0,0.0,18,5.656122315378193,2.1192114665611874,11.53598450882421,34.105210430640156,0.1297962952677776,256.38796156169207
175,EMR,Eastern Mediterranean,MAR,Morocco,2017,Both sexes,15.2,67.3739637,108.7695027,0.4307330648159783,0.4798377350272638,9.691997889,3035.454433,93090.0,2627.8882719999997,0.025540707617085406,0.6304997514553092,0.5062063615205586,0.451696606786427,0.3743218806509946,0.6460176991150441,0.748898678414097,-0.21600000000000003,0.841,0.26386233269598447,0.4508196721311474,0.0,0.0,1.0,0.0,0.0,0.0,18,4.773486671920863,2.1320846180834927,14.479089054301872,45.32115926464058,0.21684742617941558,328.9074890099135
176,WPR,Western Pacific,NZL,New Zealand,2017,Both sexes,15.4,40.42383502,110.6515787,0.6658695879334662,0.6291216807703531,1.407408333,42992.89527,82060.0,35022.1853,0.0034489292301232697,0.44910295107986387,0.8970131885182314,0.7980039920159678,0.9421338155515372,0.8798988621997474,0.9368575624082232,0.294,0.222,0.7571701720841301,0.14139344262295075,0.0,0.0,0.0,0.0,0.0,1.0,18,4.80086180561851,1.120658714602897,35.0320509861701,43.45540857058044,0.7207192698447259,168.84569789152428
177,WPR,Western Pacific,BRN,Brunei Darussalam,2017,Both sexes,15.6,2.7324478180000003,98.40633836,0.5192512720484291,0.47344616282462804,1.3808911640000001,28571.608289999996,16330.0,24609.85209,0.0002974561016362723,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,0.0,0.0,1.0,18,4.61679960444411,1.1135758833857008,30.571134972027405,25.37048258538043,0.6240274231078228,75.15411273625051
178,AFR,Africa,COG,Congo,2017,Both sexes,15.7,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,1.0,0.0,0.0,0.0,0.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
179,AFR,Africa,BFA,Burkina Faso,2017,Both sexes,16.4,44.225146200000005,109.8315227,0.14804506034868592,0.4798377350272638,580.6567496,734.996268,30560.0,595.4003266,0.013773788604276546,0.4857308735699667,0.37723041117145073,0.1980039920159682,0.634719710669078,0.2604298356510748,0.4552129221732745,-0.063,0.727,0.31357552581261927,0.5143442622950818,1.0,0.0,0.0,0.0,0.0,0.0,18,4.788972408697246,8.342697427343468,9.02460865136976,31.26447329572389,0.07336753671541488,267.74173158627593
180,WPR,Western Pacific,SGP,Singapore,2017,Both sexes,16.5,0.930888575,113.2659229,0.618365531673043,0.5900204260285966,1.380925,61176.456360000004,65970.0,47060.85503,0.004022377675810326,0.1736172007680923,0.7129557796741658,0.9632734530938121,0.8372513562386982,0.990518331226296,0.9133627019089572,0.136,0.162,0.7246653919694072,0.1557377049180327,0.0,0.0,0.0,0.0,0.0,1.0,18,4.838377568180287,1.1135849786344376,39.40289266470325,40.40627618730617,0.8109110903440124,177.71022371116547
181,WPR,Western Pacific,AUS,Australia,2017,Both sexes,16.6,48.34061794,115.6867846,0.9077521536554466,0.541289757805661,1.304758077,54027.96682,619790.0,42036.79642,0.017657286226029308,0.23751782327128393,0.8834367726920095,0.8309381237524949,0.9330922242314649,0.8893805309734515,0.8913362701908956,0.317,0.41100000000000003,0.6864244741873805,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,1.0,18,4.872605489492366,1.0927227827398371,37.80415555314486,85.26056146616324,0.7753960263430109,290.84123553504025
182,EMR,Eastern Mediterranean,SAU,Saudi Arabia,2017,Both sexes,16.6,80.76941326,118.0299772,0.6191740837471081,0.39757805660927925,3.75,20802.46631,656080.0,17210.067180000002,0.02375996606789085,0.06043403176529126,0.6966640806826997,0.8241516966067868,0.7341772151898734,0.65865992414665,0.748898678414097,-0.131,0.7271580756013746,0.6768642447418737,0.415983606557377,0.0,0.0,1.0,0.0,0.0,0.0,18,4.90528344724055,1.5536162529769295,27.502464268427097,86.89316167056964,0.5369592312508845,321.08092472240935
183,AMR,Americas,BRA,Brazil,2017,Both sexes,17.2,28.34106631,155.6687862,0.5759713514177599,0.436679311351036,3.191389446,9928.643063,1064920.0,8818.872255,0.1492214142383639,0.2904963770087552,0.7042280837858804,0.5884231536926148,0.851717902350814,0.6649810366624527,0.6769456681350954,-0.175,0.794,0.5640535372848946,0.42008196721311464,0.0,1.0,0.0,0.0,0.0,0.0,18,5.379400095719951,1.472289680836839,21.492979906021315,102.11879021921652,0.3995791486423903,592.3413854946301
184,AFR,Africa,NAM,Namibia,2017,Both sexes,18.1,47.14013288,146.0320916,0.5088011824990611,0.4798377350272638,13.3129,5367.114673,12890.0,4539.543879,0.0017178006758734998,0.3619869891987787,0.3372769588828549,0.5149700598802396,0.7124773960216998,0.3489254108723139,0.7430249632892805,-0.19,0.831,0.5736137667304014,0.3565573770491802,1.0,0.0,0.0,0.0,0.0,0.0,18,5.266023205227354,2.370050263908131,17.5084200819261,23.446839241021287,0.29031054182545624,133.93534788654003
185,AMR,Americas,CAN,Canada,2017,Both sexes,18.3,6.4718551710000005,111.9848311,0.6602684649303614,0.5421651590312228,1.297935846,45129.356439999996,709370.0,36962.09055,0.026232905721497782,0.11229095939154303,0.9140806826997673,0.8297405189620759,0.9041591320072336,0.8925410872313528,0.9412628487518355,0.163,0.36200000000000004,0.8451242829827913,0.23565573770491796,0.0,1.0,0.0,0.0,0.0,0.0,18,4.820066904198078,1.0908149352714507,35.60298244381774,89.18481982085957,0.736520584257539,331.85152975768614
186,EMR,Eastern Mediterranean,ARE,United Arab Emirates,2017,Both sexes,18.5,5.404111518,113.302921,0.6005794079705843,0.7931135103589148,3.6725,40644.791189999996,269820.0,37734.434160000004,0.0068046695785019765,0.0011964096941892034,0.8411559348332039,0.8942115768463073,0.7269439421338156,0.6871049304677626,0.9662261380323054,0.21600000000000003,0.7271580756013746,0.7151051625239006,0.21516393442622953,0.0,0.0,1.0,0.0,0.0,0.0,18,4.838904326464041,1.5428389752253553,34.382303180670036,64.61867461008521,0.7426577086080427,211.69606083885802
187,AFR,Africa,DZA,Algeria,2017,Both sexes,18.9,17.35501081,142.3842032,0.5088011824990611,0.18208345491683686,110.97301670000002,4109.703442,211850.0,3313.945114,0.029710905408027694,0.46012659624152197,0.4939875872769587,0.5427145708582832,0.6745027124773962,0.6491782553729459,0.19530102790014686,-0.16699999999999998,0.7,0.4225621414913957,0.3811475409836065,1.0,0.0,0.0,0.0,0.0,0.0,18,5.22180443873375,4.805506075956451,16.017823161996397,59.613253212306006,0.24639376757378792,345.9093116593841
188,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2017,Both sexes,18.9,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,0.0,1.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
189,EUR,Europe,DNK,Denmark,2017,Both sexes,19.3,65.782225,108.63315779999999,0.7639692186691464,0.4915377881529034,6.602893466,57610.09817999999,46160.0,48687.21207,0.004132038643420098,0.6732029659256564,0.9487975174553916,0.8544910179640717,0.9367088607594939,0.8514538558786344,0.9559471365638765,0.155,0.18100000000000002,0.7705544933078393,0.21106557377049182,0.0,0.0,0.0,1.0,0.0,0.0,18,4.771491282024981,1.8760515313940878,38.621832124014986,35.87197322171425,0.8218632169259349,179.3078356191754
190,EUR,Europe,NOR,Norway,2017,Both sexes,19.3,2.6980226060000003,114.55071940000002,0.6813379258271175,0.5347242486139481,8.271666667,75496.75406,46920.0,61785.55809,0.0037816365002156876,0.5797200433356416,0.9458882854926299,0.8812375249501001,0.9330922242314649,0.8830594184576483,0.9530102790014683,0.23600000000000002,0.25,0.8183556405353728,0.20491803278688522,0.0,0.0,0.0,1.0,0.0,0.0,18,4.856603035829689,2.022387357006181,42.26453481406961,36.067773564056665,0.9022520926024,174.09841616120664
191,EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2017,Both sexes,19.8,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,1.0,0.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
192,EUR,Europe,AZE,Azerbaijan,2017,Both sexes,19.9,57.79560136,149.5083333,0.5088011824990611,0.5612780857893201,1.7211548019999998,4147.0897159999995,80520.0,3173.625336,0.007068058525874673,0.3188660397416002,0.47517455391776575,0.5828343313373252,0.638336347197107,0.6333754740834387,0.6270190895741556,-0.225,0.653,0.32695984703632897,0.19467213114754098,0.0,0.0,0.0,1.0,0.0,0.0,18,5.307481226748568,1.1984133665123224,16.066248386081067,43.18185108702269,0.24070810398630524,214.3900723223897
193,AFR,Africa,COM,Comoros,2017,Both sexes,20.1,70.39226222,127.72994692466757,0.26581952819062976,0.4798377350272638,435.49256219999995,1323.814958,580.0,1172.306366,0.000577059365865607,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,1.0,0.0,0.0,0.0,0.0,0.0,18,5.0035644879782,7.579843647496765,10.98017077204832,8.339550915402606,0.130138886541502,93.36596081497287
194,EUR,Europe,FIN,Finland,2017,Both sexes,20.1,7.469070808,110.00077990000001,0.9324818210577338,0.4283629997081997,537.2851242258524,46297.49635,53320.0,37786.27051,0.0039476756427110505,0.7016937862179493,0.986423584173778,0.8249500998003991,0.9584086799276675,0.8419721871049304,0.9662261380323054,-0.002,0.192,0.6998087954110898,0.14959016393442623,0.0,0.0,0.0,1.0,0.0,0.0,18,4.791431180758285,4.668049953214195,35.90755508366357,37.638304107043,0.743066595442106,176.6052466369705
195,AFR,Africa,SLE,Sierra Leone,2017,Both sexes,20.5,54.71044611,175.78269680000002,0.1729573764858266,0.4798377350272638,7384.4322219999995,499.3809746,7470.0,438.46897889999997,0.005369507235379334,0.46012659624152197,0.26920093095422803,0.15349301397205584,0.39421338155515395,0.1276864728192164,0.5976505139500734,0.079,0.848,0.3422562141491393,0.80327868852459,1.0,0.0,0.0,0.0,0.0,0.0,18,5.601771301916098,19.473276760367323,7.933728435273112,19.548204211875507,0.05164308608215973,195.64264853178858
196,EMR,Eastern Mediterranean,PAK,Pakistan,2017,Both sexes,20.7,48.00098589,156.91134590000001,0.1635131395765289,0.4798377350272638,105.45516210000001,1464.926195,414600.0,1356.877904,0.1492733880814986,0.46012659624152197,0.606865787432118,0.35788423153692595,0.4629294755877035,0.40897597977244016,0.6005873715124816,0.045,0.7140000000000001,0.3154875717017206,0.42008196721311464,0.0,0.0,1.0,0.0,0.0,0.0,18,5.39367510383146,4.724501028465985,11.357216767880708,74.56638678120596,0.14416550546978604,592.4101450022436
197,AFR,Africa,SYC,Seychelles,2017,Both sexes,21.3,3.369565217,123.0945572,0.4402898459995923,0.6311642836299971,13.64784167,15906.08391,740.0,12703.9477,6.148760180755728e-05,0.9757200898990108,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,1.0,0.0,0.0,0.0,0.0,0.0,18,4.974463899539962,2.3897620410483054,25.149021359050256,9.045041696510275,0.47077713931819876,45.76359495246277
198,EMR,Eastern Mediterranean,YEM,Yemen,2017,Both sexes,21.3,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,1.0,0.0,0.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
199,EMR,Eastern Mediterranean,EGY,Egypt,2017,Both sexes,21.4,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,1.0,0.0,0.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
200,EUR,Europe,LUX,Luxembourg,2017,Both sexes,22.1,53.9744856,111.4132314,0.5918248758795099,0.461190545666764,537.2851242258524,107361.3069,9920.0,56321.91597,0.0004208513466720375,0.5076907307488006,0.8454228083785881,0.9978043912175647,0.851717902350814,0.8672566371681416,0.8795888399412628,0.044000000000000004,0.33,0.6596558317399613,0.165983606557377,0.0,0.0,0.0,1.0,0.0,0.0,18,4.811851952902619,4.668049953214195,47.52796977273535,21.486741419779328,0.8702521689880389,84.17123045976082
201,WPR,Western Pacific,MYS,Malaysia,2017,Both sexes,22.1,26.08735352,119.6050658,0.4685457620992729,0.6016924423694194,4.300440878,10259.30481,289730.0,7435.843075,0.02232641998671331,0.20901779992498032,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,0.0,0.0,1.0,18,4.927007137785128,1.6261889054706649,21.72897854244414,66.17051104890074,0.3691627095184572,314.4911748327989
202,WPR,Western Pacific,JPN,Japan,2017,Both sexes,22.4,12.1920439,103.962704,0.5839664095476348,0.5013131018383427,112.16614109999999,38891.08627,1235370.0,31222.052260000004,0.09102734787587481,0.46012659624152197,0.6223816912335144,0.7950099800399204,0.8101265822784812,0.9399494310998739,0.8002936857562408,-0.20600000000000002,0.659,0.6099426386233268,0.14959016393442623,0.0,0.0,0.0,0.0,0.0,1.0,18,4.70210715836733,4.822666825096969,33.88051666566414,107.29982579523985,0.6879868758809489,502.3698128951501
203,EMR,Eastern Mediterranean,KWT,Kuwait,2017,Both sexes,22.4,8.496071829,124.5576318,0.5088011824990611,0.4798377350272638,0.303349758,29759.467439999997,111460.0,29389.2718,0.0029050308778838696,0.46012659624152197,0.6578743211792085,0.8387225548902195,0.7576853526220616,0.6744627054361567,0.8516886930983847,-0.005,0.7271580756013746,0.5181644359464627,0.4180327868852458,0.0,0.0,1.0,0.0,0.0,0.0,18,4.994094785767961,0.6719153317717855,30.98905872637642,48.125251586923355,0.67124409759615,159.47879881851946
204,EMR,Eastern Mediterranean,IRQ,Iraq,2017,Both sexes,22.5,21.30707994,119.4183812,0.5088011824990611,0.1750802451123432,1184.0,5076.690795,200790.0,4057.354151,0.026956306082279044,0.004073225350572629,0.3413498836307214,0.5325349301397204,0.4719710669077758,0.45638432364096104,0.47577092511013214,0.0,0.757,0.16061185468451233,0.9999999999999998,0.0,0.0,1.0,0.0,0.0,0.0,18,4.924442376506843,10.579144945388416,17.18674252758753,58.557252737730884,0.27410776447536556,334.87346227124175
205,AMR,Americas,URY,Uruguay,2017,Both sexes,22.5,80.24511484,174.80003430000002,0.7040212352039251,0.5052524073533704,28.6764,18690.89384,36110.0,14527.46089,0.0024602486585471026,0.45112659350190903,0.7048099301784329,0.6652694610778442,0.8679927667269441,0.7503160556257904,0.8722466960352422,-0.091,0.627,0.7934990439770552,0.3627049180327868,0.0,1.0,0.0,0.0,0.0,0.0,18,5.591313427781022,3.0608464487358424,26.538519437500984,33.052869033940524,0.4991935669765968,150.90775472013087
206,WPR,Western Pacific,KOR,Republic of Korea,2017,Both sexes,22.6,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,0.0,0.0,1.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
207,AMR,Americas,ARG,Argentina,2017,Both sexes,22.7,54.33571212,127.72994692466757,0.626213510528379,0.42996790195506274,16.56270693,14613.041819999999,367320.0,12497.73051,0.03161770461864737,0.3033411058367966,0.6472071373157485,0.6850299401197606,0.8553345388788428,0.7408343868520859,0.775330396475771,-0.18600000000000003,0.841,0.7418738049713193,0.38729508196721296,0.0,1.0,0.0,0.0,0.0,0.0,18,5.0035644879782,2.5490426717839765,24.448199214146413,71.61679120980011,0.46739605003236484,353.1546401726403
208,WPR,Western Pacific,KHM,Cambodia,2017,Both sexes,22.8,31.53183775,124.57154140000002,0.5088011824990611,0.8295885614239863,4050.5799859999997,1385.260066,37840.0,1155.878966,0.011487741534156356,0.5444884216085195,0.365399534522886,0.3275449101796406,0.5985533453887887,0.5069532237673833,0.9691629955947136,0.08800000000000001,0.821,0.7227533460803058,0.6249999999999999,0.0,0.0,0.0,0.0,0.0,1.0,18,4.994280679034641,15.940639399065809,11.147490345232303,33.572502067464384,0.12882091155472256,252.03361544513425
209,EUR,Europe,SVN,Slovenia,2017,Both sexes,22.8,30.54111361,107.4021101,0.6727113066867547,0.4400350160490226,537.2851242258524,23455.944730000003,17310.0,18555.50286,0.0014763773817325057,0.6732791694396583,0.6720325833979831,0.7732534930139721,0.8933092224231466,0.8103666245259165,0.9060205580029368,-0.025,0.8290000000000001,0.3709369024856596,0.375,0.0,0.0,0.0,1.0,0.0,0.0,18,4.753399009074601,4.668049953214195,28.6253612758634,25.868168982548116,0.5544313703899443,127.37101912290635
210,SEAR,South-East Asia,LKA,Sri Lanka,2017,Both sexes,23.1,44.59631945,147.0878582,0.5537128010243184,0.399474759264663,152.4464139,4076.747003,35920.0,3670.0351020000003,0.015389881096771259,0.3799247583351825,0.3159425911559349,0.5598802395209579,0.7034358047016275,0.6902654867256639,0.7679882525697503,0.094,0.8440000000000001,0.7151051625239006,0.3422131147540983,0.0,0.0,0.0,0.0,1.0,0.0,18,5.278683314454861,5.342022803216052,15.97489161215414,32.994795628612884,0.2601356560211653,277.82325773844224
211,SEAR,South-East Asia,THA,Thailand,2017,Both sexes,23.3,43.27741784,111.2868092,0.6803866850258972,0.6202217683104757,33.93981106,6593.818352,413200.0,5075.51407,0.04968667020996856,0.3715883046506025,0.6278122575640032,0.6247504990019961,0.8010849909584089,0.6902654867256639,0.908957415565345,0.212,0.884,0.7552581261950285,0.2643442622950819,0.0,0.0,0.0,0.0,1.0,0.0,18,4.810031238136057,3.2376990172176194,18.75191646378295,74.48236148346344,0.3070253837040545,410.5719105739478
212,EUR,Europe,ITA,Italy,2017,Both sexes,23.5,43.60702387,108.71490179999999,0.5756776045671413,0.28888240443536617,537.2851242258524,32326.67421,405770.0,26863.25669,0.043459209345392866,0.45864957120801103,0.6782389449185414,0.7994011976047906,0.878842676311031,0.8925410872313528,0.48311306901615264,-0.035,0.867,0.45889101338432103,0.4508196721311474,0.0,0.0,0.0,1.0,0.0,0.0,18,4.7726877951333675,4.668049953214195,31.85568944132809,74.0332210224051,0.6469863999327944,392.65060335487925
213,AFR,Africa,BWA,Botswana,2017,Both sexes,23.9,45.63301749,141.143034,0.5088011824990611,0.4798377350272638,10.34741667,7893.418670999999,17460.0,5545.618121,0.0015759580732661836,0.20874379927757267,0.15574088440651668,0.6229540918163672,0.603978300180832,0.4121365360303415,0.7533039647577093,-0.248,0.731,0.4493307839388142,0.3545081967213114,1.0,0.0,0.0,0.0,0.0,0.0,18,5.206587238701117,2.17910076188117,19.91078485043269,25.942674488991788,0.3207421106827617,130.15909515932756
214,EUR,Europe,NLD,Netherlands,2017,Both sexes,23.9,54.02435402,111.0420628,0.8079670192708861,0.5323898453457836,537.2851242258524,48554.99228,184550.0,40917.17373,0.012293275430094555,0.48788808002912865,0.9226144297905351,0.8554890219560878,0.9095840867992769,0.8546144121365362,0.9045521292217327,0.25,0.363,0.8240917782026768,0.16803278688524584,0.0,0.0,0.0,1.0,0.0,0.0,18,4.806502512364741,4.668049953214195,36.48194322480179,56.9339544869618,0.767099921026556,257.78842097245445
215,EUR,Europe,IRL,Ireland,2017,Both sexes,24.2,65.16185223,105.079586,0.7384387490100068,0.48716078202509494,537.2851242258524,69601.68388,65250.0,38097.54369,0.003444468892849625,0.3529669678367528,0.8452288595810705,0.9243512974051893,0.9204339963833635,0.8546144121365362,0.882525697503671,0.21600000000000003,0.337,0.7877629063097512,0.22540983606557372,0.0,0.0,0.0,1.0,0.0,0.0,18,4.718885623399007,4.668049953214195,41.13453405066153,40.2587394059969,0.7455140970480665,168.77303425853148
216,WPR,Western Pacific,PLW,Palau,2017,Both sexes,24.3,9.347826087,118.1686747,0.5088011824990611,0.4798377350272638,1.0,16065.29283,300.0,12664.677869724934,5.457666390368925e-06,0.47731742259249543,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,0.0,0.0,1.0,18,4.907204101203995,1.0,25.232651065879296,6.694329500821695,0.36919321933494065,26.11438753044384
217,WPR,Western Pacific,VUT,Vanuatu,2017,Both sexes,24.4,15.34044299,111.3845888,0.5088011824990611,0.4798377350272638,107.82083329999999,3082.475083,850.0,2761.8837399999998,0.00019766431236298537,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,0.0,0.0,1.0,18,4.811439566924474,4.7595682778775785,14.553468991750774,9.472682371859095,0.22299125252053328,65.84682875961876
218,WPR,Western Pacific,PHL,Philippines,2017,Both sexes,24.7,41.72116578,120.21135249999999,0.47337935282097565,0.48438867814414954,50.40371979,3123.2456420000003,225870.0,3165.926729,0.07550888097093977,0.18299187012842344,0.5608999224204808,0.47245508982035944,0.7540687160940326,0.5259165613147914,0.9133627019089572,-0.141,0.711,0.6653919694072657,0.4877049180327868,0.0,0.0,0.0,0.0,0.0,1.0,18,4.9353182285027835,3.693920373461922,14.617352299516027,60.900311958302886,0.24039135206980408,472.0282364248282
219,WPR,Western Pacific,CHN,China,2017,Both sexes,24.9,56.07935055,119.0880504,0.5088011824990611,0.6346658885322441,6.758755086,8879.438667,12058050.0,7356.450662,0.9954513463250905,0.2524827272838294,0.46489526764934064,0.5860279441117764,0.6112115732368898,0.7534766118836917,0.84287812041116,-0.175,0.7271580756013746,0.7648183556405351,0.22745901639344254,0.0,0.0,0.0,0.0,0.0,1.0,18,4.919897578672951,1.8906983119866716,20.707539760796458,229.31142516140443,0.3673058872546481,1115.0533868141567
220,EUR,Europe,KAZ,Kazakhstan,2017,Both sexes,24.9,80.08808386,168.9512996,0.6632110952414055,0.6156988619784067,326.0010227,9247.581331,283580.0,6623.475176,0.012944145766832041,0.14816664266107507,0.6167571761055083,0.6958083832335331,0.8679927667269441,0.5954487989886221,0.6475770925110131,-0.035,0.755,0.6424474187380497,0.13934426229508193,0.0,0.0,0.0,1.0,0.0,0.0,18,5.528243690577294,6.8823959474223395,20.989852490409678,65.69896573289576,0.3494963119751837,262.25734673710224
221,EMR,Eastern Mediterranean,BHR,Bahrain,2017,Both sexes,25.2,11.02564103,115.1846987,0.5819950646065417,0.4798377350272638,0.376,23742.93734,47940.0,20137.777309999998,0.0010654469108025714,0.46012659624152197,0.6836695112490302,0.8255489021956086,0.7992766726943942,0.7376738305941846,0.883994126284875,0.136,0.7271580756013746,0.7514340344168259,0.3831967213114753,0.0,0.0,1.0,0.0,0.0,0.0,18,4.865546157296357,0.7217652160277389,28.741635813612987,36.32726287120414,0.5739300584459711,114.32055567174439
222,EUR,Europe,BEL,Belgium,2017,Both sexes,25.2,43.82430647,113.12890259999999,0.9634829696363053,0.3733586227020719,537.2851242258524,44089.31009,108250.0,36348.29167,0.008160255972006751,0.4698996769585679,0.8196276183087664,0.83812375249501,0.88245931283906,0.8419721871049304,0.8120411160058736,0.054000000000000006,0.5429999999999999,0.6978967495219882,0.26844262295081955,0.0,0.0,0.0,1.0,0.0,0.0,18,4.836425750017703,4.668049953214195,35.32735325033294,47.658748637245374,0.7315820192888776,224.89811354063218
223,EUR,Europe,MDA,Republic of Moldova,2017,Both sexes,25.2,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,0.0,0.0,1.0,0.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
224,AMR,Americas,USA,United States of America,2017,Both sexes,25.3,41.64069706891348,127.72994692466757,0.5088011824990611,0.4798377350272638,537.2851242258524,15990.790316933331,262005.75063613232,12664.677869724934,0.03358346136685561,0.46012659624152197,0.5470459863636651,0.5699102607792546,0.6871076674470159,0.6119998355482923,0.6910537678326574,0.005648514851485148,0.7271580756013746,0.5652800140887589,0.3536999275576185,0.0,1.0,0.0,0.0,0.0,0.0,18,5.0035644879782,4.668049953214195,21.012194400473785,41.95430634260418,0.36919321933494065,245.1382267605977
